1,69.000099,0.0,0
1,69.000099,0.092367,4
1,69.000099,0.191839,10
1,69.000099,0.362363,15
1,69.000099,0.525782,20
1,69.000099,0.70341,25
1,69.000099,0.89525,29
1,69.000099,1.101299,34
1,69.000099,1.328664,39
1,69.000099,1.541819,44
1,69.000099,1.776289,49
1,59.149055,2.02497,54
1,59.149055,2.266545,59
1,59.149055,2.50812,64
1,59.149055,2.749696,69
1,59.149055,2.998376,74
1,59.149055,3.232846,79
1,59.149055,3.467316,84
1,59.149055,3.701787,89
1,59.149055,3.943362,94
1,59.149055,4.177832,99
1,59.149055,4.419407,105
1,55.478489,4.668087,110
1,55.478489,4.895452,115
1,55.478489,5.122818,120
1,55.478489,5.350183,125
1,55.478489,5.577548,130
1,55.478489,5.804913,135
1,55.478489,6.032278,140
1,55.478489,6.266748,145
1,55.478489,6.487008,150
1,55.478489,6.707268,155
1,37.84288,6.927527,160
1,37.84288,7.133577,165
1,37.84288,7.332521,170
1,37.84288,7.524361,175
1,37.84288,7.709095,180
1,37.84288,7.893829,185
1,37.84288,8.064352,190
1,37.84288,8.220666,195
1,37.84288,8.369874,199
1,37.84288,8.519082,204
1,37.84288,8.661185,209
1,25.773212,8.803288,214
1,25.773212,8.931182,219
1,25.773212,9.044864,224
1,25.773212,9.144336,229
1,25.773212,9.243809,234
1,25.773212,9.32907,239
1,25.773212,9.407227,244
1,25.773212,9.478278,249
1,25.773212,9.54933,254
1,25.773212,9.620381,258
1,20.738214,9.677223,263
1,20.738214,9.719853,268
1,20.738214,9.762485,273
1,20.738214,9.790905,278
1,20.738214,9.812221,283
1,20.738214,9.833536,288
1,20.738214,9.847747,292
1,20.738214,9.847747,297
1,20.738214,9.847747,302
1,20.738214,9.847747,307
1,20.738214,9.847747,312
1,62.626194,9.847747,316
1,62.626194,9.890378,321
1,62.626194,10.060902,326
1,62.626194,10.345108,331
1,62.626194,10.501421,337
1,62.626194,10.622209,341
1,62.626194,10.764312,346
1,62.626194,10.927731,351
1,62.626194,11.098254,356
1,62.626194,11.282989,362
1,62.626194,11.496143,367
1,34.012707,11.695087,372
1,34.012707,11.879822,377
1,34.012707,12.04324,382
1,34.012707,12.206658,387
1,34.012707,12.362972,392
1,34.012707,12.519285,397
1,34.012707,12.668493,402
1,34.012707,12.803492,407
1,34.012707,12.93849,412
1,34.012707,13.059278,417
1,84.385185,13.17296,422
1,84.385185,13.350589,427
1,84.385185,13.556639,432
1,84.385185,13.776898,437
1,84.385185,14.018474,442
1,84.385185,14.288469,447
1,84.385185,14.55136,452
1,84.385185,14.835567,457
1,84.385185,15.148193,463
1,84.385185,15.46082,468
1,6.877804,15.787658,473
1,6.877804,16.100285,478
1,6.877804,16.370279,483
1,6.877804,16.60475,488
1,6.877804,16.82501,493
1,6.877804,17.023954,498
1,6.877804,17.194479,503
1,6.877804,17.336582,508
1,6.877804,17.464474,513
1,6.877804,17.563946,518
1,6.877804,17.649208,523
1,40.990688,17.720261,527
1,40.990688,17.805521,532
1,40.990688,17.890783,537
1,40.990688,17.990255,542
1,40.990688,18.075518,547
1,40.990688,18.17499,552
1,40.990688,18.281567,557
1,40.990688,18.388145,562
1,40.990688,18.501827,567
1,40.990688,18.608404,572
1,40.990688,18.722086,577
1,87.999405,18.871296,582
1,87.999405,19.056028,587
1,87.999405,19.283394,592
1,87.999405,19.524969,597
1,87.999405,19.809175,602
1,87.999405,20.100487,607
1,87.999405,20.40601,613
1,87.999405,20.739952,618
1,87.999405,21.073895,623
1,87.999405,21.414942,628
1,31.94803,21.770199,633
1,31.94803,22.082827,639
1,31.94803,22.367033,644
1,31.94803,22.644133,649
1,31.94803,22.907024,654
1,31.94803,23.155704,659
